사업유형,사업번호,사업계획변경순번,사업년도,계속사업여부,계속사업시작연도,사업유형코드,비예산여부,특수사업명코드,사업명,관활시도명,시군구코드,관할시군구,기관ID,수행기관시도명,수행기관시군구,사업기간시작일,사업기간종료일,사업계획서상태코드,목표일자리수,최초등록첨부파일,최근승인첨부파일,삭제여부
시장형,2022-10624,3,2022,Y,2021,카페(E-08),N,105001,효성마을카페,인천광역시,2824500000,계양구,6066,인천광역시,계양구,2022-01-01,2022-12-31,승인완료,12,2022년 시장형 효성마을카페 사업계획서.hwp,,N
공익활동형,2022-10629,1,2022,Y,2016,공원 놀이터 등 공공시설 봉사(A-13),N,105001,공공시설봉사활동,부산광역시,2671000000,기장군,1913,부산광역시,기장군,2022-01-17,2022-12-31,승인완료,100,2022년+공공시설봉사활동+사업계획서.hwp,,N
공익활동형,2022-10635,1,2022,Y,2022,지역사회 환경개선 봉사(A-16),N,105001,백련천관리사업,전라남도,4673000000,구례군,889,전라남도,구례군,2022-01-01,2022-12-31,승인완료,10,▷22년백련천관리.hwp,,N
사회서비스형,2022-10812,1,2022,Y,2021,노인맞춤돌봄서비스 지원(B-08),N,105001,노인맞춤돌봄서비스지원사업,부산광역시,2653000000,사상구,2634,부산광역시,사상구,2022-02-01,2022-11-30,승인완료,6,노인맞춤돌봄서비스지원사업(22년).hwp,,N
사회서비스형,2022-10824,3,2022,Y,2021,공공행정업무지원(B-12),N,105001,공공행정 업무지원,서울특별시,1114000000,중구,1437,서울특별시,중구,2022-01-01,2022-12-31,승인완료,23,약수노인종합복지관_사업계획서_공공행정업무지원.hwp,,N
공익활동형,2022-11043,2,2022,Y,2020,기타(A-19),N,105001,도시농업지원사업,부산광역시,2653000000,사상구,2634,부산광역시,사상구,2022-01-10,2022-12-14,승인완료,20,2022년+도시농업지원사업+사업계획서.hwp,2022년+도시농업지원사업+사업계획서수정.hwp,N
시장형,2022-11048,3,2022,Y,2020,기타(E-04),N,105001,두부사업단,충청남도,4476000000,부여군,169,충청남도,부여군,2022-01-03,2022-12-31,승인완료,5,2022년+두부사업단+사업계획서.hwp,2022년+두부사업단+변경사업계획서.hwp,N
사회서비스형,2022-11106,1,2022,N,2022,취약계층 공익증진 서비스(B-09),N,105001,은빛금융지원서비스,세종특별자치시,3611000000,세종시,823,세종특별자치시,세종시,2022-02-01,2022-11-30,승인완료,8,2022년은빛금융지원서비스사업계획서.hwp,,N
시장형,2022-11155,1,2022,N,2022,음식점(E-09),N,105001,할매손김밥사업,부산광역시,2653000000,사상구,2634,부산광역시,사상구,2022-01-04,2022-12-31,임시,31,'22+김밥+사업계획+(1)-1 (1).hwp,,Y
사회서비스형,2022-10800,1,2022,Y,2020,노인 관련 시설지원(B-07),N,105001,노인관련시설지원사업,경기도,4111000000,수원시,2015,경기도,수원시,2022-01-01,2022-12-31,승인완료,54,2022년 사회서비스형 사업계획서(노인관련시설).hwp,,N
사회서비스형,2022-10907,5,2022,N,2022,공공행정업무지원(B-12),N,105001,에너지 품질안전 파수꾼,경상남도,4833000000,양산시,1637,경상남도,양산시,2022-01-03,2022-11-30,승인완료,4,2022년_사회서비스형_에너지 품질안전 파수꾼_사업계획서(최종).hwp,2022년_사회서비스형_에너지 품질안전 파수꾼_사업계획서(변경).hwp,N
공익활동형,2022-11296,1,2022,Y,2022,스쿨존교통지원 봉사(A-08),N,105001,스쿨존 및 교통질서 계도,전라남도,4690000000,진도군,395,전라남도,진도군,2022-01-12,2022-12-30,승인완료,4,스쿨존 및 교통질서 계도 사업계획서.hwp,,N
시장형,2022-10332,3,2022,Y,2021,도시락 및 반찬류(E-03),N,105001,KS홈푸드,부산광역시,2644000000,강서구,2764,부산광역시,강서구,2022-01-03,2022-12-31,승인완료,30,2022년+시장형사업단+사업계획서-+KS홈푸드.hwp,,N
공익활동형,2022-10370,4,2022,Y,2017,노노케어(A-01),N,105001,노노케어,전라북도,4571000000,완주군,1422,전라북도,완주군,2022-01-01,2022-12-31,승인완료,73,2. 2022년  노노케어 사업계획서(최종).hwp,2.+2022년++노노케어+사업계획서(예산변경).hwp,N
공익활동형,2022-10385,2,2022,Y,2014,지역상생 활동작업장(A-24),N,105001,행복드림공동작업장,전라북도,4513000000,군산시,2251,전라북도,군산시,2022-01-03,2022-12-30,승인완료,34,2022+공익형사업단+사업계획서+지역상생활동(공동작업장+34명).hwp,2022+공익형사업단+사업계획서+지역상생활동(공동작업장+34명)변경.hwp,N
공익활동형,2022-10406,2,2022,N,2022,지역사회 환경개선 봉사(A-16),N,105001,바다지킴이,전라북도,4513000000,군산시,2251,전라북도,군산시,2022-01-03,2022-11-30,승인완료,50,2022 바다지킴이.hwp,변경_2022+바다지킴이.hwp,N
공익활동형,2022-10411,3,2022,Y,2022,지역사회 환경개선 봉사(A-16),N,105001,구미시니어클럽(지역환경개선사업),경상북도,4719000000,구미시,175,경상북도,구미시,2022-01-03,2022-12-30,승인완료,351,2022년 지역환경개선 사업계획서.hwp,,N
시장형,2022-11300,1,2022,N,2022,도시락 및 반찬류(E-03),N,105001,홍주천년반찬가게 ,충청남도,4480000000,홍성군,354083,충청남도,홍성군,2022-01-01,2022-12-31,임시,14,홍주천년반찬가게 사업계획서+임대차계약서.pdf,,Y
시장형,2022-11301,2,2022,Y,2020,카페(E-08),N,105001,홍주천년별다방,충청남도,4480000000,홍성군,354083,충청남도,홍성군,2022-01-01,2022-12-31,승인완료,12,2022년 사업계획서(홍주천년별다방).hwp,2022년+사업계획서(홍주천년별다방)22.07.hwp,N
공익활동형,2022-11308,3,2022,Y,2016,공공의료 및 복지시설 봉사(A-15),N,105001,복지시설도우미,경기도,4129000000,과천시,1167,경기도,과천시,2022-01-25,2022-12-30,승인완료,38,2022년 노인공익활동 사업계획서(복지시설도우미).hwp,,N
공익활동형,2022-11309,2,2022,Y,2019,공공의료 및 복지시설 봉사(A-15),N,105001,경로당도우미,경기도,4129000000,과천시,1167,경기도,과천시,2022-01-25,2022-12-30,승인완료,25,2022년 노인공익활동 사업계획서(경로당도우미).hwp,2022년 노인공익활동 사업계획서(경로당도우미).hwp,N
사회서비스형,2022-11318,3,2022,Y,2022,공공행정업무지원(B-12),N,105001,우체국행정도우미,충청남도,4480000000,홍성군,354083,충청남도,홍성군,2022-02-01,2022-12-31,승인완료,22,2022년 사회서비스형 사업계획서 (우체국행정도우미)-최종.hwp,2022년+사회서비스형+사업계획서+(우체국행정도우미)-22.11.25.hwp,N
공익활동형,2022-10356,2,2022,Y,2019,기타(A-19),N,105001,시니어기자단,전라북도,4513000000,군산시,2251,전라북도,군산시,2022-01-03,2022-11-30,승인완료,10,2022년++시니어기자단.hwp,변경_2022년++시니어기자단.hwp,N
시장형,2022-10376,5,2022,Y,2019,기타(E-04),N,105001,두부제조판매사업,전라북도,4571000000,완주군,1422,전라북도,완주군,2022-01-14,2022-12-31,승인완료,6,6. 2022년  두부제조판매사업 사업계획서.hwp,2022년 두부제조판매사업+사업계획서(수정).hwp,N
공익활동형,2022-10407,1,2022,Y,2022,지역사회 환경개선 봉사(A-16),N,105001,솔향 강동면 봉사단,강원도,4215000000,강릉시,313,강원도,강릉시,2022-01-10,2022-11-30,승인완료,180,솔향+강동면+봉사단.hwp,,N
공익활동형,2022-10443,3,2022,Y,2016,공원 놀이터 등 공공시설 봉사(A-13),N,105001,군산지킴이,전라북도,4513000000,군산시,2251,전라북도,군산시,2022-01-03,2022-12-30,승인완료,350,2022년++공익형사업단+사업계획서(군산지킴이).hwp,2022년++공익형사업단+사업계획서(군산지킴이)변경.hwp,N
시장형,2022-10447,3,2022,Y,2015,도시락 및 반찬류(E-03),N,105001,찬모아반찬,대전광역시,3020000000,유성구,803,대전광역시,유성구,2022-01-01,2022-12-31,승인완료,6,2022년 찬모아반찬 사업계획서.hwp,,N
공익활동형,2022-11367,2,2022,Y,2008,노노케어(A-01),N,105001,어깨동무,충청남도,4480000000,홍성군,1537,충청남도,홍성군,2022-01-01,2022-12-31,승인완료,110,1 2022년어께동무사업계획서1.hwp,1 2022년어께동무사업계획서변경.hwp,N
공익활동형,2022-11369,2,2022,Y,2013,공공의료 및 복지시설 봉사(A-15),N,105001,환경지킴,충청남도,4480000000,홍성군,1537,충청남도,홍성군,2022-01-01,2022-12-31,승인완료,106,2 2022년환경사업계획서-1.hwp,2 2022년환경사업계획서변경.hwp,N
공익활동형,2022-11374,2,2022,Y,2017,지역사회 환경개선 봉사(A-16),N,105001,지역명산지키미,충청남도,4480000000,홍성군,1537,충청남도,홍성군,2022-01-01,2022-12-31,승인완료,48,5 2022지역명산지킴이1.hwp,5 2022지역명산지킴이변경.hwp,N
공익활동형,2022-11377,2,2022,Y,2019,공공의료 및 복지시설 봉사(A-15),N,105001,돌봄도시락배달,경기도,4129000000,과천시,1167,경기도,과천시,2022-01-25,2022-12-30,승인완료,40,2022년 노인공익활동 사업계획서(돌봄도시락배달).hwp,2022년 노인공익활동 사업계획서(돌봄도시락배달)수정.hwp,N
사회서비스형,2022-11383,4,2022,Y,2019,기타(B-15),N,105001,늘찬도우미,서울특별시,1114000000,중구,2538,서울특별시,중구,2022-02-01,2022-11-30,승인완료,30,3.중림종합사회복지관_(사)사업계획서_늘찬도우미_재수정.hwp,,N
공익활동형,2022-10005,7,2022,Y,2021,지역사회안전망 구축 지원(A-18),N,105001, 실버클린,경상북도,4792000000,봉화군,2845,경상북도,봉화군,2022-01-03,2022-12-30,승인완료,16,2022년 실버클린 사업계획서.hwp,2022년 노인사회활동지원사업 교부 신청 사업계획서(실버클린)_수정_이경선.hwp,N
공익활동형,2022-10369,2,2022,Y,2021,공공의료 및 복지시설 봉사(A-15),N,105001,경로당 시설 지원,경기도,4141000000,군포시,1650,경기도,군포시,2022-01-01,2022-12-31,승인완료,80,22년+경로당시설지원80명+사업계획서.hwp,,N
공익활동형,2022-11409,2,2022,N,2022,공공의료 및 복지시설 봉사(A-15),N,105001,아름다운마을만들기,전라남도,4679000000,화순군,385,전라남도,화순군,2022-01-01,2022-12-31,승인완료,3558,사업계획서(아름다운 마을 만들기).hwp,사업계획서(아름다운 마을 만들기).hwp,N
공익활동형,2022-11411,1,2022,Y,2012,건강체조 취미생활 지도(A-20),N,105001,경륜전수강사,서울특별시,1121500000,광진구,917,서울특별시,광진구,2022-01-01,2022-12-31,임시,50,2022년+사업계획서+공익활동 1.hwp,,Y
공익활동형,2022-08895,1,2022,Y,2021,지역사회안전망 구축 지원(A-18),N,105001,불법촬영제로사업단,전라북도,4521000000,김제시,1078,전라북도,김제시,2022-01-03,2022-11-30,임시,24,최종 2022년+불법촬영제로사업단+24명+12-01.hwp,,Y
공익활동형,2022-09081,4,2022,N,2022,지역사회안전망 구축 지원(A-18),N,105001,사랑방역단,인천광역시,2824500000,계양구,32,인천광역시,계양구,2022-01-03,2022-12-31,승인완료,20,2022년 노인 공익활동 사업계획서(사랑방역단).hwp,2022년 노인 공익활동 사업계획서(사랑방역단)3 예산변경.hwp,N
사회서비스형,2022-09411,3,2022,Y,2020,보육시설(어린이집 등) 지원(B-01),N,105001,보육시설지원사업,경기도,4128000000,고양시,1096,경기도,고양시,2022-02-01,2022-12-31,승인완료,44,2022년 사회서비스형 보육시설지원 사업계획서-완료.hwp,2022년 사회서비스형 보육시설지원 사업계획서-수정본2.hwp,N
사회서비스형,2022-09597,3,2022,Y,2021,취약계층 공익증진 서비스(B-09),N,105001,시흥시노인종합복지관(스마트매니저),경기도,4139000000,시흥시,2040,경기도,시흥시,2022-01-24,2022-12-23,승인완료,14,2022년 사회서비스형 스마트매니저 사업계획서.hwp,,N
시장형,2022-09762,1,2022,Y,2022,도시락 및 반찬류(E-03),N,105001,맛있는 부엌,세종특별자치시,3611000000,세종시,72083,세종특별자치시,세종시,2022-01-01,2022-12-31,임시,6,2022년 사업계획서_맛있는부엌.hwp,,Y
공익활동형,2022-10134,1,2022,N,2022,청소년선도 봉사(A-05),N,105001,K-희망지킴이,전라북도,4513000000,군산시,516083,전라북도,군산시,2022-01-03,2022-11-30,임시,60,K-희망지킴이.hwp,,Y
사회서비스형,2022-11236,2,2022,Y,2021,기타(B-15),N,105001,실버방역도우미,충청남도,4480000000,홍성군,113,충청남도,홍성군,2022-02-01,2022-11-30,승인완료,15,7. 2022년 실버방역도우미 사업계획서.hwp,7. 2022년 실버방역도우미 사업계획서(변경-7. 8.).hwp,N
시장형,2022-11319,1,2022,N,2022,음식점(E-09),N,105001,후루룩,충청남도,4480000000,홍성군,354083,충청남도,홍성군,2022-01-01,2022-12-31,조건부승인,12,2022년 후루룩 사업계획서+임대차계약서.hwp,,Y
시장형,2022-11427,1,2022,Y,2017,기타(E-19),N,105001,학교화단텃밭관리지원,경기도,4128000000,고양시,1096,경기도,고양시,2022-02-01,2022-12-31,임시,20,2022년 학교화단텃밭관리지원-완료.hwp,,Y
공익활동형,2022-11453,2,2022,N,2022,공공의료 및 복지시설 봉사(A-15),N,105001,행복경로당깔끄미,경상북도,4773000000,의성군,1748,경상북도,의성군,2022-01-03,2022-12-31,승인완료,163,2022년행복경로당깔끔이사업계획서.hwp,2022년행복경로당깔끔이사업계획서(수정).hwp,N
사회서비스형,2022-11450,2,2022,N,2022,보육시설(어린이집 등) 지원(B-01),N,105001,보육시설지원,전라남도,4679000000,화순군,385,전라남도,화순군,2022-01-01,2022-12-31,승인완료,56,사업계획서(보육시설).hwp,,N
공익활동형,2022-11476,1,2022,Y,2022,학교급식 지원봉사(A-07),N,105001,학교급식도우미사업단,부산광역시,2626000000,동래구,2777,부산광역시,동래구,2022-02-01,2022-12-31,반려,120,2022년 학교급식도우미+사업계획서.hwp,,Y
공익활동형,2022-11399,1,2022,Y,2022,학교급식 지원봉사(A-07),N,105001,초등학교 급식도우미,전라남도,4671000000,담양군,1303,전라남도,담양군,2022-01-12,2022-12-23,승인완료,40,2022년급식도우미+사업계획서 (2021년12.9)40명 보고용.hwp,,N
공익활동형,2022-11477,1,2022,Y,2022,건강체조 취미생활 지도(A-20),N,105001,게이트볼지도 및 구장환경정비,전라남도,4690000000,진도군,395,전라남도,진도군,2022-01-12,2022-12-30,승인완료,47,2022년 게이트볼지도 및 구장환경정비 사업계획서.hwp,,N
시장형,2022-11413,1,2022,Y,2017,기타(E-19),N,105001,학교화단텃밭관리지원사업,경기도,4128000000,고양시,61,경기도,고양시,2022-03-01,2022-12-31,임시,11,2022년 시장형사업단 사업계획서 - 학교화단텃밭관리지원.hwp,,Y
사회서비스형,2022-11513,1,2022,N,2022,공공행정업무지원(B-12),N,105001,시니어연안안전지킴이,제주특별자치도,5013000000,서귀포시,1840,제주특별자치도,서귀포시,2022-01-01,2022-10-31,임시,30,22년도 시니어연안안전지킴이.hwp,,Y
공익활동형,2022-11516,2,2022,N,2022,지역사회 환경개선 봉사(A-16),N,105001,아름다운거리조성,전라남도,4690000000,진도군,395,전라남도,진도군,2022-01-12,2022-12-30,승인완료,120,2022년 아름다운거리조성 사업계획서.hwp,2022년 아름다운거리조성 사업계획서(변경).hwp,N
공익활동형,2022-10152,2,2022,Y,2014,보육시설 봉사(A-10),N,105001,보육시설 봉사활동,전라북도,4513000000,군산시,2655,전라북도,군산시,2022-01-03,2022-12-23,승인완료,70,2022년+노인+공익활동+사업계획서(보육시설)-박세정(2021-1207-1741)-완.hwp,2022년+노인+공익활동+사업계획서(보육시설)-박세정(2022-0415-1133)-완.hwp,N
시장형,2022-10205,7,2022,Y,2017,기타(E-04),N,105001,밤 가공 사업,경상남도,4817000000,진주시,1305,경상남도,진주시,2022-01-01,2022-12-31,승인완료,20,2022년 사업계획서(밤가공사업-1).hwp,2022년 사업계획서(밤가공사업) 수정-1118.hwp,N
